"protein","feature","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"2365","sp|Q9BUB7|TMM70_HUMAN","sp|Q9BUB7|TMM70_HUMAN",0.0669,0.76055900907377,0.781,"conditionB-conditionA","HUMAN","0","0"
"2366","sp|O60678|ANM3_HUMAN","sp|O60678|ANM3_HUMAN",-0.062,0.761234958994974,0.781,"conditionB-conditionA","HUMAN","0","0"
"2367","sp|O75818|RPP40_HUMAN","sp|O75818|RPP40_HUMAN",-0.0301,0.761260464875725,0.781,"conditionB-conditionA","HUMAN","0","0"
"2368","sp|Q9BRT8|ZNG1A_HUMAN;sp|Q8IUF1|ZNG1B_HUMAN;sp|Q5RIA9|ZNG1E_HUMAN;sp|Q5JTY5|ZNG1C_HUMAN;sp|Q4V339|ZNG1F_HUMAN","sp|Q9BRT8|ZNG1A_HUMAN;sp|Q8IUF1|ZNG1B_HUMAN;sp|Q5RIA9|ZNG1E_HUMAN;sp|Q5JTY5|ZNG1C_HUMAN;sp|Q4V339|ZNG1F_HUMAN",-0.0463,0.76236336203075,0.781,"conditionB-conditionA","HUMAN","0","0"
"2369","sp|P49792|RBP2_HUMAN;sp|Q99666|RGPD5_HUMAN;sp|O14715|RGPD8_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|A6NKT7|RGPD3_HUMAN","sp|P49792|RBP2_HUMAN;sp|Q99666|RGPD5_HUMAN;sp|O14715|RGPD8_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|A6NKT7|RGPD3_HUMAN",-0.041,0.763329923211931,0.781,"conditionB-conditionA","HUMAN","0","0"
"2370","sp|Q16891|MIC60_HUMAN","sp|Q16891|MIC60_HUMAN",-0.0587,0.763345336130134,0.781,"conditionB-conditionA","HUMAN","0","0"
"2371","sp|P04406|G3P_HUMAN","sp|P04406|G3P_HUMAN",-0.0283,0.76347486658456,0.781,"conditionB-conditionA","HUMAN","0","0"
"2372","sp|Q6NVY1|HIBCH_HUMAN","sp|Q6NVY1|HIBCH_HUMAN",-0.106,0.765154690398198,0.782,"conditionB-conditionA","HUMAN","0","0"
"2373","sp|Q8N543|OGFD1_HUMAN","sp|Q8N543|OGFD1_HUMAN",-0.0489,0.765177941321399,0.781,"conditionB-conditionA","HUMAN","0","0"
"2374","sp|Q9Y224|RTRAF_HUMAN","sp|Q9Y224|RTRAF_HUMAN",0.0403,0.76526910867555,0.782,"conditionB-conditionA","HUMAN","0","0"
"2375","sp|Q92599|SEPT8_HUMAN","sp|Q92599|SEPT8_HUMAN",-0.0326,0.765577916321292,0.782,"conditionB-conditionA","HUMAN","0","0"
"2376","sp|Q96M27|PRRC1_HUMAN","sp|Q96M27|PRRC1_HUMAN",-0.0527,0.765779878004169,0.782,"conditionB-conditionA","HUMAN","0","0"
"2377","sp|Q9P0L0|VAPA_HUMAN","sp|Q9P0L0|VAPA_HUMAN",-0.0574,0.765788048280658,0.782,"conditionB-conditionA","HUMAN","0","0"
"2378","sp|Q9NZL4|HPBP1_HUMAN","sp|Q9NZL4|HPBP1_HUMAN",-0.0812,0.76681842319441,0.782,"conditionB-conditionA","HUMAN","0","0"
"2379","sp|Q9NR46|SHLB2_HUMAN","sp|Q9NR46|SHLB2_HUMAN",-0.116,0.767474988140626,0.781,"conditionB-conditionA","HUMAN","0","0"
"2380","sp|P10398|ARAF_HUMAN","sp|P10398|ARAF_HUMAN",-0.0327,0.76773173909265,0.782,"conditionB-conditionA","HUMAN","0","0"
"2381","sp|Q9UBD5|ORC3_HUMAN;sp|O75330|HMMR_HUMAN","sp|Q9UBD5|ORC3_HUMAN;sp|O75330|HMMR_HUMAN",0.0931,0.76779563149142,0.782,"conditionB-conditionA","HUMAN","0","0"
"2382","sp|Q13043|STK4_HUMAN","sp|Q13043|STK4_HUMAN",0.0653,0.767880663242457,0.781,"conditionB-conditionA","HUMAN","0","0"
"2383","sp|O00116|ADAS_HUMAN","sp|O00116|ADAS_HUMAN",-0.0797,0.768254774925806,0.782,"conditionB-conditionA","HUMAN","0","0"
"2384","sp|P41240|CSK_HUMAN","sp|P41240|CSK_HUMAN",-0.0416,0.768770608465818,0.782,"conditionB-conditionA","HUMAN","0","0"
"2385","sp|Q9Y2Q3|GSTK1_HUMAN","sp|Q9Y2Q3|GSTK1_HUMAN",-0.0623,0.769323834380241,0.782,"conditionB-conditionA","HUMAN","0","0"
"2386","sp|Q9Y5J9|TIM8B_HUMAN","sp|Q9Y5J9|TIM8B_HUMAN",-0.0501,0.770550785520309,0.782,"conditionB-conditionA","HUMAN","0","0"
"2387","sp|P21281|VATB2_HUMAN;sp|P15313|VATB1_HUMAN","sp|P21281|VATB2_HUMAN;sp|P15313|VATB1_HUMAN",-0.048,0.771283665350463,0.783,"conditionB-conditionA","HUMAN","0","0"
"2388","sp|Q9UQ16|DYN3_HUMAN","sp|Q9UQ16|DYN3_HUMAN",-0.0545,0.771569104390247,0.782,"conditionB-conditionA","HUMAN","0","0"
"2389","sp|P22141|PSB4_YEAST","sp|P22141|PSB4_YEAST",-0.0924,0.772831392020464,0.782,"conditionB-conditionA","YEAST","1","-1"
"2390","sp|Q15404|RSU1_HUMAN","sp|Q15404|RSU1_HUMAN",-0.0388,0.774411129373576,0.783,"conditionB-conditionA","HUMAN","0","0"
"2391","sp|Q13442|HAP28_HUMAN","sp|Q13442|HAP28_HUMAN",0.0441,0.774759760944997,0.783,"conditionB-conditionA","HUMAN","0","0"
"2392","sp|Q99832|TCPH_HUMAN","sp|Q99832|TCPH_HUMAN",-0.0261,0.775187056613367,0.783,"conditionB-conditionA","HUMAN","0","0"
"2393","sp|Q01085|TIAR_HUMAN;sp|P31483|TIA1_HUMAN","sp|Q01085|TIAR_HUMAN;sp|P31483|TIA1_HUMAN",-0.057,0.77555751017578,0.783,"conditionB-conditionA","HUMAN","0","0"
"2394","sp|Q13867|BLMH_HUMAN","sp|Q13867|BLMH_HUMAN",-0.0305,0.7776265663758,0.783,"conditionB-conditionA","HUMAN","0","0"
"2395","sp|Q6DKI1|RL7L_HUMAN","sp|Q6DKI1|RL7L_HUMAN",-0.117,0.777739607701837,0.783,"conditionB-conditionA","HUMAN","0","0"
"2396","sp|Q92759|TF2H4_HUMAN","sp|Q92759|TF2H4_HUMAN",-0.0496,0.778465938181389,0.783,"conditionB-conditionA","HUMAN","0","0"
"2397","sp|Q15003|CND2_HUMAN","sp|Q15003|CND2_HUMAN",-0.0981,0.778977799016445,0.784,"conditionB-conditionA","HUMAN","0","0"
"2398","sp|P20073|ANXA7_HUMAN","sp|P20073|ANXA7_HUMAN",-0.0513,0.779498412855191,0.784,"conditionB-conditionA","HUMAN","0","0"
"2399","sp|P48200|IREB2_HUMAN","sp|P48200|IREB2_HUMAN",-0.0397,0.780729343302248,0.784,"conditionB-conditionA","HUMAN","0","0"
"2400","sp|P27824|CALX_HUMAN","sp|P27824|CALX_HUMAN",0.052,0.781131284695531,0.784,"conditionB-conditionA","HUMAN","0","0"
"2401","sp|P61353|RL27_HUMAN","sp|P61353|RL27_HUMAN",-0.0309,0.783454312687346,0.784,"conditionB-conditionA","HUMAN","0","0"
"2402","sp|Q99986|VRK1_HUMAN","sp|Q99986|VRK1_HUMAN",0.0521,0.783591095563646,0.784,"conditionB-conditionA","HUMAN","0","0"
"2403","sp|P48556|PSMD8_HUMAN","sp|P48556|PSMD8_HUMAN",0.0459,0.784206936972694,0.784,"conditionB-conditionA","HUMAN","0","0"
"2404","sp|Q9BS26|ERP44_HUMAN","sp|Q9BS26|ERP44_HUMAN",-0.0867,0.784502166372937,0.784,"conditionB-conditionA","HUMAN","0","0"
"2405","sp|P04080|CYTB_HUMAN","sp|P04080|CYTB_HUMAN",-0.0278,0.784592751275207,0.784,"conditionB-conditionA","HUMAN","0","0"
"2406","sp|P27695|APEX1_HUMAN","sp|P27695|APEX1_HUMAN",0.0378,0.785016825846819,0.784,"conditionB-conditionA","HUMAN","0","0"
"2407","sp|Q15942|ZYX_HUMAN","sp|Q15942|ZYX_HUMAN",0.0333,0.785442788159951,0.784,"conditionB-conditionA","HUMAN","0","0"
"2408","sp|P09496|CLCA_HUMAN","sp|P09496|CLCA_HUMAN",-0.0638,0.78844341388355,0.785,"conditionB-conditionA","HUMAN","0","0"
"2409","sp|P61106|RAB14_HUMAN","sp|P61106|RAB14_HUMAN",-0.0714,0.788835701372278,0.785,"conditionB-conditionA","HUMAN","0","0"
"2410","sp|O60232|ZNRD2_HUMAN","sp|O60232|ZNRD2_HUMAN",-0.0897,0.791546740853848,0.785,"conditionB-conditionA","HUMAN","0","0"
"2411","sp|P49207|RL34_HUMAN","sp|P49207|RL34_HUMAN",-0.0431,0.792426292849396,0.785,"conditionB-conditionA","HUMAN","0","0"
"2412","sp|Q9HCD5|NCOA5_HUMAN","sp|Q9HCD5|NCOA5_HUMAN",0.0561,0.792757952441845,0.785,"conditionB-conditionA","HUMAN","0","0"
"2413","sp|Q14919|NC2A_HUMAN","sp|Q14919|NC2A_HUMAN",-0.043,0.794919701275414,0.786,"conditionB-conditionA","HUMAN","0","0"
"2414","sp|Q9H019|MFR1L_HUMAN","sp|Q9H019|MFR1L_HUMAN",-0.0693,0.79515635334713,0.785,"conditionB-conditionA","HUMAN","0","0"
"2415","sp|P61586|RHOA_HUMAN;sp|P08134|RHOC_HUMAN;sp|P62745|RHOB_HUMAN","sp|P61586|RHOA_HUMAN;sp|P08134|RHOC_HUMAN;sp|P62745|RHOB_HUMAN",0.0451,0.795835212495112,0.786,"conditionB-conditionA","HUMAN","0","0"
"2416","sp|Q12874|SF3A3_HUMAN","sp|Q12874|SF3A3_HUMAN",0.0267,0.796428491220215,0.786,"conditionB-conditionA","HUMAN","0","0"
"2417","sp|P32780|TF2H1_HUMAN","sp|P32780|TF2H1_HUMAN",0.0749,0.796902405941636,0.785,"conditionB-conditionA","HUMAN","0","0"
"2418","sp|P55010|IF5_HUMAN","sp|P55010|IF5_HUMAN",-0.0315,0.797775719659378,0.786,"conditionB-conditionA","HUMAN","0","0"
"2419","sp|Q13112|CAF1B_HUMAN","sp|Q13112|CAF1B_HUMAN",-0.0368,0.798322945856058,0.786,"conditionB-conditionA","HUMAN","0","0"
"2420","sp|Q9Y6E2|5MP1_HUMAN","sp|Q9Y6E2|5MP1_HUMAN",0.0261,0.799251608501887,0.786,"conditionB-conditionA","HUMAN","0","0"
"2421","sp|O75821|EIF3G_HUMAN","sp|O75821|EIF3G_HUMAN",0.0296,0.7997075601816,0.786,"conditionB-conditionA","HUMAN","0","0"
"2422","sp|O43747|AP1G1_HUMAN","sp|O43747|AP1G1_HUMAN",0.0698,0.79979279895326,0.786,"conditionB-conditionA","HUMAN","0","0"
"2423","sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN","sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN",0.0273,0.800740183199227,0.786,"conditionB-conditionA","HUMAN","0","0"
"2424","sp|Q99856|ARI3A_HUMAN;sp|A6NKF2|ARI3C_HUMAN","sp|Q99856|ARI3A_HUMAN;sp|A6NKF2|ARI3C_HUMAN",0.121,0.802549274599338,0.787,"conditionB-conditionA","HUMAN","0","0"
"2425","sp|P21399|ACOHC_HUMAN","sp|P21399|ACOHC_HUMAN",-0.0598,0.80256256003562,0.787,"conditionB-conditionA","HUMAN","0","0"
"2426","sp|P08758|ANXA5_HUMAN","sp|P08758|ANXA5_HUMAN",-0.0324,0.80304434172666,0.787,"conditionB-conditionA","HUMAN","0","0"
"2427","sp|Q10570|CPSF1_HUMAN","sp|Q10570|CPSF1_HUMAN",0.0984,0.803066679120362,0.787,"conditionB-conditionA","HUMAN","0","0"
"2428","sp|Q14254|FLOT2_HUMAN","sp|Q14254|FLOT2_HUMAN",-0.053,0.804450060654028,0.787,"conditionB-conditionA","HUMAN","0","0"
"2429","sp|P35606|COPB2_HUMAN","sp|P35606|COPB2_HUMAN",0.0377,0.805907885535986,0.787,"conditionB-conditionA","HUMAN","0","0"
"2430","sp|P10606|COX5B_HUMAN","sp|P10606|COX5B_HUMAN",0.0909,0.806828037958626,0.787,"conditionB-conditionA","HUMAN","0","0"
"2431","sp|Q9Y3D6|FIS1_HUMAN","sp|Q9Y3D6|FIS1_HUMAN",-0.0219,0.807167295632821,0.787,"conditionB-conditionA","HUMAN","0","0"
"2432","sp|Q7L5D6|GET4_HUMAN","sp|Q7L5D6|GET4_HUMAN",-0.0331,0.807325683396912,0.787,"conditionB-conditionA","HUMAN","0","0"
"2433","sp|Q99798|ACON_HUMAN","sp|Q99798|ACON_HUMAN",-0.0323,0.808440495860211,0.787,"conditionB-conditionA","HUMAN","0","0"
"2434","sp|P36957|ODO2_HUMAN","sp|P36957|ODO2_HUMAN",0.0455,0.808605272608588,0.787,"conditionB-conditionA","HUMAN","0","0"
"2435","sp|Q4VC31|MIX23_HUMAN","sp|Q4VC31|MIX23_HUMAN",-0.0592,0.809871020135478,0.788,"conditionB-conditionA","HUMAN","0","0"
"2436","sp|P02545|LMNA_HUMAN","sp|P02545|LMNA_HUMAN",-0.0192,0.809976891787056,0.788,"conditionB-conditionA","HUMAN","0","0"
"2437","sp|Q9NY33|DPP3_HUMAN","sp|Q9NY33|DPP3_HUMAN",-0.0666,0.810016515178967,0.788,"conditionB-conditionA","HUMAN","0","0"
"2438","sp|Q9ULL0|K1210_HUMAN","sp|Q9ULL0|K1210_HUMAN",0.0379,0.810376754530407,0.788,"conditionB-conditionA","HUMAN","0","0"
"2439","sp|P07602|SAP_HUMAN","sp|P07602|SAP_HUMAN",-0.0608,0.810564696645784,0.788,"conditionB-conditionA","HUMAN","0","0"
"2440","sp|Q6UB35|C1TM_HUMAN","sp|Q6UB35|C1TM_HUMAN",0.083,0.81127260296249,0.788,"conditionB-conditionA","HUMAN","0","0"
"2441","sp|Q01081|U2AF1_HUMAN;sp|Q8WU68|U2AF4_HUMAN","sp|Q01081|U2AF1_HUMAN;sp|Q8WU68|U2AF4_HUMAN",0.0454,0.811418938885584,0.788,"conditionB-conditionA","HUMAN","0","0"
"2442","sp|P46777|RL5_HUMAN","sp|P46777|RL5_HUMAN",-0.0208,0.811499787629992,0.788,"conditionB-conditionA","HUMAN","0","0"
"2443","sp|Q9NUQ8|ABCF3_HUMAN","sp|Q9NUQ8|ABCF3_HUMAN",-0.0675,0.811827196416759,0.788,"conditionB-conditionA","HUMAN","0","0"
"2444","sp|Q96T23|RSF1_HUMAN","sp|Q96T23|RSF1_HUMAN",-0.0269,0.813590624253033,0.788,"conditionB-conditionA","HUMAN","0","0"
"2445","sp|Q9BXV9|GON7_HUMAN","sp|Q9BXV9|GON7_HUMAN",0.0619,0.813599690395613,0.788,"conditionB-conditionA","HUMAN","0","0"
"2446","sp|O43172|PRP4_HUMAN","sp|O43172|PRP4_HUMAN",0.0586,0.813871890364436,0.788,"conditionB-conditionA","HUMAN","0","0"
"2447","sp|P53582|MAP11_HUMAN","sp|P53582|MAP11_HUMAN",-0.087,0.814054722668352,0.788,"conditionB-conditionA","HUMAN","0","0"
"2448","sp|Q8WXF1|PSPC1_HUMAN","sp|Q8WXF1|PSPC1_HUMAN",0.0531,0.815332969265153,0.788,"conditionB-conditionA","HUMAN","0","0"
"2449","sp|Q9Y295|DRG1_HUMAN","sp|Q9Y295|DRG1_HUMAN",0.0449,0.815735085958609,0.788,"conditionB-conditionA","HUMAN","0","0"
"2450","sp|P40937|RFC5_HUMAN","sp|P40937|RFC5_HUMAN",0.0721,0.815774902737707,0.788,"conditionB-conditionA","HUMAN","0","0"
"2451","sp|Q15291|RBBP5_HUMAN","sp|Q15291|RBBP5_HUMAN",-0.0766,0.817032917330964,0.789,"conditionB-conditionA","HUMAN","0","0"
"2452","sp|P84095|RHOG_HUMAN","sp|P84095|RHOG_HUMAN",-0.083,0.817555920681072,0.789,"conditionB-conditionA","HUMAN","0","0"
"2453","sp|P53384|NUBP1_HUMAN","sp|P53384|NUBP1_HUMAN",0.0518,0.818627020439396,0.789,"conditionB-conditionA","HUMAN","0","0"
"2454","sp|Q86UP2|KTN1_HUMAN","sp|Q86UP2|KTN1_HUMAN",-0.0492,0.818878813540749,0.789,"conditionB-conditionA","HUMAN","0","0"
"2455","sp|P51970|NDUA8_HUMAN","sp|P51970|NDUA8_HUMAN",-0.0404,0.819284104690139,0.789,"conditionB-conditionA","HUMAN","0","0"
"2456","sp|Q9H9T3|ELP3_HUMAN","sp|Q9H9T3|ELP3_HUMAN",-0.118,0.821287676008314,0.788,"conditionB-conditionA","HUMAN","0","0"
"2457","sp|P30044|PRDX5_HUMAN","sp|P30044|PRDX5_HUMAN",0.0284,0.82204131687043,0.789,"conditionB-conditionA","HUMAN","0","0"
"2458","sp|P29218|IMPA1_HUMAN","sp|P29218|IMPA1_HUMAN",-0.032,0.822450055150844,0.789,"conditionB-conditionA","HUMAN","0","0"
"2459","sp|P23396|RS3_HUMAN","sp|P23396|RS3_HUMAN",-0.0209,0.822967470175653,0.789,"conditionB-conditionA","HUMAN","0","0"
"2460","sp|P35237|SPB6_HUMAN","sp|P35237|SPB6_HUMAN",-0.0516,0.823029366274917,0.789,"conditionB-conditionA","HUMAN","0","0"
"2461","sp|P49585|PCY1A_HUMAN","sp|P49585|PCY1A_HUMAN",-0.0574,0.823475929125649,0.789,"conditionB-conditionA","HUMAN","0","0"
"2462","sp|P15104|GLNA_HUMAN","sp|P15104|GLNA_HUMAN",0.039,0.82371823727096,0.789,"conditionB-conditionA","HUMAN","0","0"
"2463","sp|O60664|PLIN3_HUMAN","sp|O60664|PLIN3_HUMAN",-0.0325,0.824046025266273,0.789,"conditionB-conditionA","HUMAN","0","0"
"2464","sp|P12829|MYL4_HUMAN;sp|P05976|MYL1_HUMAN;sp|P08590|MYL3_HUMAN","sp|P12829|MYL4_HUMAN;sp|P05976|MYL1_HUMAN;sp|P08590|MYL3_HUMAN",-0.0248,0.824805468939997,0.79,"conditionB-conditionA","HUMAN","0","0"
"2465","sp|P26368|U2AF2_HUMAN","sp|P26368|U2AF2_HUMAN",-0.0254,0.826427698925319,0.79,"conditionB-conditionA","HUMAN","0","0"
"2466","sp|Q9BYN8|RT26_HUMAN","sp|Q9BYN8|RT26_HUMAN",-0.0301,0.826804975076742,0.79,"conditionB-conditionA","HUMAN","0","0"
"2467","sp|Q9Y606|PUS1_HUMAN","sp|Q9Y606|PUS1_HUMAN",0.0443,0.827641364581511,0.79,"conditionB-conditionA","HUMAN","0","0"
"2468","sp|P27694|RFA1_HUMAN","sp|P27694|RFA1_HUMAN",-0.0237,0.827821499000785,0.79,"conditionB-conditionA","HUMAN","0","0"
"2469","sp|Q96DA6|TIM14_HUMAN","sp|Q96DA6|TIM14_HUMAN",-0.0371,0.828057340057995,0.79,"conditionB-conditionA","HUMAN","0","0"
"2470","sp|Q9BYG3|MK67I_HUMAN","sp|Q9BYG3|MK67I_HUMAN",-0.0771,0.828142018405582,0.79,"conditionB-conditionA","HUMAN","0","0"
"2471","sp|P17812|PYRG1_HUMAN;sp|Q9NRF8|PYRG2_HUMAN","sp|P17812|PYRG1_HUMAN;sp|Q9NRF8|PYRG2_HUMAN",0.0225,0.828519612003575,0.79,"conditionB-conditionA","HUMAN","0","0"
"2472","sp|P56211|ARP19_HUMAN","sp|P56211|ARP19_HUMAN",0.0285,0.829487642066221,0.79,"conditionB-conditionA","HUMAN","0","0"
"2473","sp|P62854|RS26_HUMAN;sp|Q5JNZ5|RS26L_HUMAN","sp|P62854|RS26_HUMAN;sp|Q5JNZ5|RS26L_HUMAN",0.0332,0.83082281805042,0.79,"conditionB-conditionA","HUMAN","0","0"
"2474","sp|P11177|ODPB_HUMAN","sp|P11177|ODPB_HUMAN",-0.0848,0.830933067908164,0.79,"conditionB-conditionA","HUMAN","0","0"
"2475","sp|P42229|STA5A_HUMAN","sp|P42229|STA5A_HUMAN",-0.0226,0.831290622306712,0.79,"conditionB-conditionA","HUMAN","0","0"
"2476","sp|Q9NR28|DBLOH_HUMAN","sp|Q9NR28|DBLOH_HUMAN",-0.0751,0.831325272616691,0.79,"conditionB-conditionA","HUMAN","0","0"
"2477","sp|Q13423|NNTM_HUMAN","sp|Q13423|NNTM_HUMAN",0.0653,0.831755271605254,0.79,"conditionB-conditionA","HUMAN","0","0"
"2478","sp|Q08170|SRSF4_HUMAN","sp|Q08170|SRSF4_HUMAN",-0.0417,0.832050999595361,0.79,"conditionB-conditionA","HUMAN","0","0"
"2479","sp|Q99729|ROAA_HUMAN","sp|Q99729|ROAA_HUMAN",-0.0164,0.832604903725979,0.791,"conditionB-conditionA","HUMAN","0","0"
"2480","sp|P11021|BIP_HUMAN","sp|P11021|BIP_HUMAN",-0.0289,0.834618187788064,0.791,"conditionB-conditionA","HUMAN","0","0"
"2481","sp|Q02750|MP2K1_HUMAN","sp|Q02750|MP2K1_HUMAN",-0.0316,0.834814899235699,0.791,"conditionB-conditionA","HUMAN","0","0"
"2482","sp|P38606|VATA_HUMAN","sp|P38606|VATA_HUMAN",0.0337,0.835587034077453,0.791,"conditionB-conditionA","HUMAN","0","0"
"2483","sp|O95602|RPA1_HUMAN","sp|O95602|RPA1_HUMAN",0.0536,0.835762586761812,0.791,"conditionB-conditionA","HUMAN","0","0"
"2484","sp|Q6NZY4|ZCHC8_HUMAN","sp|Q6NZY4|ZCHC8_HUMAN",-0.0321,0.836373087231322,0.791,"conditionB-conditionA","HUMAN","0","0"
"2485","sp|P62140|PP1B_HUMAN","sp|P62140|PP1B_HUMAN",-0.076,0.83649188936942,0.791,"conditionB-conditionA","HUMAN","0","0"
"2486","sp|O14929|HAT1_HUMAN","sp|O14929|HAT1_HUMAN",-0.0201,0.836692685814764,0.791,"conditionB-conditionA","HUMAN","0","0"
"2487","sp|Q9P289|STK26_HUMAN","sp|Q9P289|STK26_HUMAN",0.035,0.837189948313263,0.791,"conditionB-conditionA","HUMAN","0","0"
"2488","sp|Q9BY77|PDIP3_HUMAN","sp|Q9BY77|PDIP3_HUMAN",-0.0239,0.837269071951132,0.791,"conditionB-conditionA","HUMAN","0","0"
"2489","sp|Q96J01|THOC3_HUMAN","sp|Q96J01|THOC3_HUMAN",-0.0529,0.837436578510574,0.791,"conditionB-conditionA","HUMAN","0","0"
"2490","sp|P00491|PNPH_HUMAN","sp|P00491|PNPH_HUMAN",0.029,0.838462838330205,0.791,"conditionB-conditionA","HUMAN","0","0"
"2491","sp|P42285|MTREX_HUMAN","sp|P42285|MTREX_HUMAN",-0.0301,0.838503698813701,0.791,"conditionB-conditionA","HUMAN","0","0"
"2492","sp|Q9NWH9|SLTM_HUMAN","sp|Q9NWH9|SLTM_HUMAN",-0.075,0.838676573114087,0.791,"conditionB-conditionA","HUMAN","0","0"
"2493","sp|Q9Y3U8|RL36_HUMAN","sp|Q9Y3U8|RL36_HUMAN",-0.0398,0.839136179646685,0.791,"conditionB-conditionA","HUMAN","0","0"
"2494","sp|O95757|HS74L_HUMAN","sp|O95757|HS74L_HUMAN",0.09,0.839512119294489,0.791,"conditionB-conditionA","HUMAN","0","0"
"2495","sp|Q69YN4|VIR_HUMAN","sp|Q69YN4|VIR_HUMAN",-0.0846,0.840558390518024,0.792,"conditionB-conditionA","HUMAN","0","0"
"2496","sp|Q06203|PUR1_HUMAN","sp|Q06203|PUR1_HUMAN",-0.0457,0.840922863571518,0.792,"conditionB-conditionA","HUMAN","0","0"
"2497","sp|P34932|HSP74_HUMAN","sp|P34932|HSP74_HUMAN",-0.0147,0.841303252176114,0.792,"conditionB-conditionA","HUMAN","0","0"
"2498","sp|P13804|ETFA_HUMAN","sp|P13804|ETFA_HUMAN",0.0252,0.842270890234045,0.792,"conditionB-conditionA","HUMAN","0","0"
"2499","sp|P46926|GNPI1_HUMAN;sp|Q8TDQ7|GNPI2_HUMAN","sp|P46926|GNPI1_HUMAN;sp|Q8TDQ7|GNPI2_HUMAN",0.0485,0.843064154864462,0.792,"conditionB-conditionA","HUMAN","0","0"
"2500","sp|P08518|RPB2_YEAST","sp|P08518|RPB2_YEAST",-0.167,0.843380988387266,0.792,"conditionB-conditionA","YEAST","1","-1"
"2501","sp|Q9C0D2|CE295_HUMAN","sp|Q9C0D2|CE295_HUMAN",-0.0418,0.844791108252039,0.792,"conditionB-conditionA","HUMAN","0","0"
"2502","sp|Q96RS6|NUDC1_HUMAN","sp|Q96RS6|NUDC1_HUMAN",-0.0495,0.845081310787082,0.792,"conditionB-conditionA","HUMAN","0","0"
"2503","sp|Q14571|ITPR2_HUMAN;sp|Q14643|ITPR1_HUMAN","sp|Q14571|ITPR2_HUMAN;sp|Q14643|ITPR1_HUMAN",0.0902,0.846105418448971,0.792,"conditionB-conditionA","HUMAN","0","0"
"2504","sp|Q99436|PSB7_HUMAN","sp|Q99436|PSB7_HUMAN",0.0276,0.846649704770836,0.792,"conditionB-conditionA","HUMAN","0","0"
"2505","sp|Q9Y5L0|TNPO3_HUMAN","sp|Q9Y5L0|TNPO3_HUMAN",0.023,0.846829084860262,0.792,"conditionB-conditionA","HUMAN","0","0"
"2506","sp|O15160|RPAC1_HUMAN","sp|O15160|RPAC1_HUMAN",-0.0502,0.847516693995268,0.792,"conditionB-conditionA","HUMAN","0","0"
"2507","sp|P18858|DNLI1_HUMAN","sp|P18858|DNLI1_HUMAN",-0.0521,0.847697125279628,0.792,"conditionB-conditionA","HUMAN","0","0"
"2508","sp|Q13765|NACA_HUMAN;sp|E9PAV3|NACAM_HUMAN;sp|Q9BZK3|NACP4_HUMAN;sp|Q9H009|NACA2_HUMAN","sp|Q13765|NACA_HUMAN;sp|E9PAV3|NACAM_HUMAN;sp|Q9BZK3|NACP4_HUMAN;sp|Q9H009|NACA2_HUMAN",0.0183,0.847701790244654,0.792,"conditionB-conditionA","HUMAN","0","0"
"2509","sp|Q9BYD3|RM04_HUMAN","sp|Q9BYD3|RM04_HUMAN",0.036,0.848593346736767,0.793,"conditionB-conditionA","HUMAN","0","0"
"2510","sp|P60520|GBRL2_HUMAN","sp|P60520|GBRL2_HUMAN",0.1,0.84923801810112,0.792,"conditionB-conditionA","HUMAN","0","0"
"2511","sp|Q15645|PCH2_HUMAN","sp|Q15645|PCH2_HUMAN",0.0642,0.850556278105296,0.793,"conditionB-conditionA","HUMAN","0","0"
"2512","sp|Q9UN86|G3BP2_HUMAN","sp|Q9UN86|G3BP2_HUMAN",-0.0305,0.851023632078135,0.793,"conditionB-conditionA","HUMAN","0","0"
"2513","sp|P13489|RINI_HUMAN","sp|P13489|RINI_HUMAN",0.0245,0.852292750789836,0.793,"conditionB-conditionA","HUMAN","0","0"
"2514","sp|Q00535|CDK5_HUMAN","sp|Q00535|CDK5_HUMAN",0.0449,0.853215759090161,0.793,"conditionB-conditionA","HUMAN","0","0"
"2515","sp|Q96GX2|A7L3B_HUMAN","sp|Q96GX2|A7L3B_HUMAN",-0.0239,0.853745760860252,0.793,"conditionB-conditionA","HUMAN","0","0"
"2516","sp|P41227|NAA10_HUMAN;sp|Q9BSU3|NAA11_HUMAN","sp|P41227|NAA10_HUMAN;sp|Q9BSU3|NAA11_HUMAN",0.032,0.855457476675775,0.793,"conditionB-conditionA","HUMAN","0","0"
"2517","sp|Q9BZZ5|API5_HUMAN","sp|Q9BZZ5|API5_HUMAN",-0.025,0.855464946458153,0.793,"conditionB-conditionA","HUMAN","0","0"
"2518","sp|P61981|1433G_HUMAN","sp|P61981|1433G_HUMAN",-0.0188,0.856894214039006,0.794,"conditionB-conditionA","HUMAN","0","0"
"2519","sp|O00148|DX39A_HUMAN","sp|O00148|DX39A_HUMAN",0.0227,0.857970623942809,0.794,"conditionB-conditionA","HUMAN","0","0"
